custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
41,technician,married,university.degree,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7178
31,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,7179
59,retired,married,basic.6y,unknown,no,no,telephone,jun,NA,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,7180
28,technician,married,basic.9y,no,yes,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,7181
33,blue-collar,single,basic.4y,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,7182
NA,blue-collar,single,basic.4y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,7183
NA,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,7184
35,technician,married,professional.course,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,7185
34,entrepreneur,married,high.school,no,yes,yes,cellular,may,NA,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,no,NA,7186
33,services,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,7187
NA,services,single,NA,no,unknown,unknown,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7188
NA,admin.,married,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,7189
NA,services,single,high.school,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,no,NA,7190
36,blue-collar,married,NA,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999,2,no,NA,7191
28,services,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,7192
NA,self-employed,married,NA,no,yes,yes,cellular,nov,fri,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,7193
54,management,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,7194
NA,admin.,single,NA,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,7195
51,admin.,single,university.degree,unknown,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,7196
29,admin.,married,university.degree,no,yes,no,cellular,dec,mon,2,999,1,failure,-3,92.713,-33,0.709,5023.5,999,0,no,NA,7197
NA,self-employed,single,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,7198
51,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7199
62,technician,married,unknown,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,999,3,no,NA,7200
45,blue-collar,married,NA,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,7201
43,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,7202
50,management,married,university.degree,unknown,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7203
39,services,married,NA,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,7204
30,admin.,single,NA,no,no,no,cellular,aug,tue,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,7205
33,technician,divorced,professional.course,no,yes,yes,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,7206
NA,management,single,NA,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7207
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,3,no,NA,7208
NA,blue-collar,married,NA,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,7209
31,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,7210
33,admin.,single,high.school,no,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,7211
NA,admin.,single,university.degree,no,yes,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,7212
47,services,married,NA,no,yes,no,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7213
37,admin.,single,NA,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,999,0,no,NA,7214
34,technician,married,NA,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7215
36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no,NA,7216
NA,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,7217
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,7218
45,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,7219
40,admin.,married,NA,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,7220
36,admin.,single,NA,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,2,no,NA,7221
29,technician,single,university.degree,no,no,no,cellular,jun,thu,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,2,no,NA,7222
50,admin.,married,university.degree,no,no,yes,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,2,no,NA,7223
31,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,7224
NA,admin.,single,high.school,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,7225
NA,admin.,married,NA,unknown,unknown,unknown,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,7226
45,admin.,married,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,7227
30,technician,single,professional.course,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,7228
NA,admin.,single,university.degree,no,unknown,unknown,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,7229
48,technician,divorced,professional.course,no,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7230
29,management,single,NA,unknown,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,7231
40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,7232
36,services,married,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,7233
42,technician,single,basic.9y,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,7234
30,admin.,married,university.degree,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,7235
NA,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7236
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7237
50,unknown,married,NA,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7238
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,7239
54,admin.,married,NA,no,no,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7240
45,services,single,NA,unknown,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7241
NA,retired,married,high.school,no,yes,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,999,0,no,NA,7242
48,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,2,1,1,success,-1.8,92.893,-46.2,1.327,5099.1,0.033333333,3,no,NA,7243
NA,admin.,married,basic.9y,no,yes,no,telephone,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,7244
NA,blue-collar,married,basic.9y,no,no,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7245
45,unemployed,married,NA,no,no,no,telephone,nov,thu,9,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,7246
33,management,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,7247
NA,admin.,married,university.degree,no,yes,yes,cellular,aug,NA,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,999,2,no,NA,7248
NA,services,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,7249
32,technician,married,university.degree,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,7250
44,unemployed,married,NA,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7251
29,admin.,single,NA,no,yes,no,telephone,jun,fri,27,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,7252
38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,7253
38,admin.,single,NA,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,7254
33,management,married,NA,no,yes,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,7255
NA,unemployed,divorced,NA,no,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,7256
NA,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,7257
NA,admin.,married,NA,no,yes,yes,cellular,aug,thu,1,999,2,failure,-1.7,94.027,-38.3,0.899,4991.6,999,6,no,NA,7258
40,technician,single,NA,no,no,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,no,NA,7259
41,admin.,single,high.school,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,7260
30,self-employed,single,NA,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7261
52,admin.,married,NA,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,no,NA,7262
58,housemaid,married,basic.9y,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,7263
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,7264
56,technician,married,professional.course,unknown,unknown,unknown,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,7265
30,management,single,NA,no,no,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999,0,no,NA,7266
25,blue-collar,single,NA,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,7267
25,entrepreneur,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,7268
55,retired,married,NA,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,7269
55,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,no,NA,7270
NA,unemployed,single,NA,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,7271
NA,services,single,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,no,NA,7272
41,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,7273
26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,7274
32,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,7275
40,admin.,married,university.degree,no,no,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,7276
48,management,married,university.degree,no,no,no,cellular,aug,NA,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,7277
NA,technician,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,7278
46,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,7279
NA,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7280
NA,technician,divorced,NA,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,7281
34,entrepreneur,married,NA,no,no,no,telephone,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.895,4991.6,999,0,no,NA,7282
NA,admin.,married,NA,no,no,yes,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,7283
NA,admin.,single,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7284
35,technician,single,NA,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999,0,no,NA,7285
36,self-employed,married,NA,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,7286
NA,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,0.233333333,1,no,NA,7287
NA,services,married,high.school,no,no,no,cellular,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,7288
NA,admin.,married,NA,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,7289
NA,retired,divorced,basic.9y,unknown,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,7290
56,admin.,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,7291
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,7292
NA,blue-collar,married,NA,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,7293
46,self-employed,married,NA,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,7294
NA,housemaid,married,basic.4y,no,no,no,cellular,oct,NA,1,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,999,0,no,NA,7295
33,services,married,high.school,no,yes,no,telephone,jul,tue,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7296
24,student,single,NA,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,7297
34,technician,single,professional.course,no,no,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,7298
41,technician,married,basic.9y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,7299
35,admin.,single,NA,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,7300
35,management,married,university.degree,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,no,NA,7301
46,technician,divorced,university.degree,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,7302
NA,admin.,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,no,NA,7303
NA,student,single,unknown,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,7304
54,retired,divorced,NA,no,yes,no,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,1,no,NA,7305
32,admin.,single,university.degree,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,no,NA,7306
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,7307
NA,admin.,married,university.degree,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,7308
NA,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,7309
71,retired,divorced,basic.4y,no,no,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999,1,no,NA,7310
NA,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,yes,154,7311
NA,management,divorced,university.degree,no,no,yes,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,1,yes,464,7312
57,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,yes,-205,7313
NA,admin.,married,high.school,no,yes,no,cellular,oct,NA,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6,999,3,yes,146,7314
53,technician,married,high.school,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999,0,yes,151,7315
NA,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,yes,160,7316
NA,blue-collar,single,NA,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,yes,20,7317
54,services,divorced,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,yes,224,7318
76,retired,married,NA,no,no,yes,cellular,dec,thu,3,4,2,success,-3,92.713,-33,0.712,5023.5,0.133333333,0,yes,448,7319
43,self-employed,married,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,yes,140,7320
48,technician,married,high.school,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999,0,yes,173,7321
48,management,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,yes,247,7322
46,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,yes,78,7323
NA,management,married,university.degree,no,no,no,cellular,nov,wed,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999,0,yes,205,7324
28,student,single,high.school,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,yes,173,7325
36,admin.,married,NA,no,yes,no,telephone,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.286,5195.8,999,1,yes,131,7326
NA,retired,married,basic.4y,no,no,yes,cellular,apr,wed,5,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,999,3,yes,509,7327
NA,blue-collar,divorced,NA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,999,0,yes,35,7328
29,student,single,professional.course,no,yes,yes,cellular,nov,thu,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.233333333,2,yes,369,7329
40,admin.,single,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,yes,135,7330
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,0.1,0,yes,206,7331
NA,admin.,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999,0,yes,125,7332
64,retired,married,professional.course,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,999,0,yes,133,7333
36,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,yes,284,7334
33,admin.,single,NA,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,999,0,yes,450,7335
28,management,single,university.degree,no,yes,no,cellular,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,0.2,3,yes,201,7336
48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999,0,yes,182,7337
28,self-employed,single,university.degree,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,yes,192,7338
37,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,999,0,yes,178,7339
NA,admin.,married,university.degree,no,no,yes,cellular,aug,thu,1,15,2,failure,-2.9,92.201,-31.4,0.829,5076.2,0.5,0,yes,371,7340
24,technician,single,university.degree,no,yes,yes,cellular,nov,tue,3,6,3,failure,-1.1,94.767,-50.8,1.049,4963.6,0.2,6,yes,361,7341
NA,technician,married,NA,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,yes,466,7342
36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,yes,151,7343
36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,0.1,1,yes,170,7344
NA,management,single,NA,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,yes,227,7345
NA,technician,married,NA,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999,0,yes,175,7346
66,retired,married,basic.4y,no,yes,yes,telephone,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999,0,yes,487,7347
NA,services,married,high.school,no,yes,yes,cellular,sep,wed,3,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999,0,yes,420,7348
47,technician,married,NA,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,yes,216,7349
NA,self-employed,single,professional.course,no,yes,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,999,2,yes,206,7350
24,student,single,unknown,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,9,yes,123,7351
36,admin.,single,NA,unknown,yes,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,yes,-44,7352
20,student,single,NA,no,yes,no,cellular,aug,wed,1,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,999,2,yes,71,7353
NA,housemaid,married,university.degree,no,no,no,cellular,oct,thu,2,11,4,success,-1.1,94.601,-49.5,1.025,4963.6,0.366666667,8,yes,153,7354
25,admin.,single,NA,no,no,no,telephone,jun,tue,7,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,999,0,yes,128,7355
30,entrepreneur,single,NA,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,yes,176,7356
NA,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,yes,224,7357
65,management,married,unknown,no,no,no,cellular,dec,wed,2,9,1,success,-3,92.713,-33,0.715,5023.5,0.3,4,yes,203,7358
44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,yes,34,7359
38,blue-collar,single,university.degree,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,yes,-128,7360
36,admin.,married,high.school,unknown,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,yes,18,7361
